date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:56	118828/118828	---M-Z	200	added ('OK')	text/html	etag:%221d02c-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html	(from )
12:56:57	284/284	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2009:56:57%20GMT	https://html.phoenixcoded.net/robots.txt		(from )
12:56:57	192181/192181	---M-Z	200	added ('OK')	text/css	etag:%222eeb5-619d178cfaf80-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/fonts/phosphor/duotone/style.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/fonts/phosphor/duotone/style.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:56:57	61687/61687	---M-Z	200	added ('OK')	text/css	etag:%22f0f7-619d178cfaf80-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/fonts/tabler-icons.min.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/fonts/tabler-icons.min.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:56:58	13775/13775	---M-Z	200	added ('OK')	text/css	etag:%2235cf-619d178cfaf80-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/fonts/feather.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/fonts/feather.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:56:58	66211/66211	---M-Z	200	added ('OK')	text/css	etag:%22102a3-619d178cfaf80-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/fonts/fontawesome.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/fonts/fontawesome.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:56:58	538/538	---M-Z	200	added ('OK')	text/css	etag:%2221a-613239ff9df40-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/fonts/material.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/fonts/material.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:00	700266/700266	---MCZ	200	added ('OK')	text/css	etag:%22aaf6a-619d17ea70c00-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/css/style-preset.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/css/style-preset.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:00	82649/82649	---M-Z	200	added ('OK')	text/html	etag:%22142d9-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/calendar.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/calendar.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:01	147750/147750	---M-Z	200	added ('OK')	text/html	etag:%2224126-6161cd05e4bc0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/chat.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/chat.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:01	82915/82915	---M-Z	200	added ('OK')	text/html	etag:%22143e3-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/gallery-grid.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/gallery-grid.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:01	103353/103353	---M-Z	200	added ('OK')	text/html	etag:%22193b9-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/gallery-masonry.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/gallery-masonry.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:02	118111/118111	---M-Z	200	added ('OK')	text/html	etag:%221cd5f-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-details.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-details.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:02	3059920/3059920	---MCZ	200	added ('OK')	text/css	etag:%222eb0d0-619d17ed4d2c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/css/style.css	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/css/style.css	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:02	137002/137002	---M-Z	200	added ('OK')	text/html	etag:%222172a-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-list.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-list.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:02	86630/86630	---M-Z	200	added ('OK')	text/html	etag:%2215266-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-add.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/ecom_product-add.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:03	141782/141782	---M-Z	200	added ('OK')	text/html	etag:%22229d6-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_checkout.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/ecom_checkout.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:03	92303/92303	---M-Z	200	added ('OK')	text/html	etag:%221688f-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/invoice-list.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/invoice-list.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:03	97226/97226	---M-Z	200	added ('OK')	text/html	etag:%2217bca-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/invoice-create.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/invoice-create.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:03	86137/86137	---M-Z	200	added ('OK')	text/html	etag:%2215079-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/invoice-view.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/invoice-view.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:04	691122/691122	---M-Z	200	added ('OK')	text/html	etag:%22a8bb2-6161cd05e4bc0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/mail.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/mail.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:04	91705/91705	---M-Z	200	added ('OK')	text/html	etag:%2216639-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/plans.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/plans.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:04	128879/128879	---M-Z	200	added ('OK')	text/html	etag:%221f76f-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/account-profile.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/account-profile.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:05	175986/175986	---M-Z	200	added ('OK')	text/html	etag:%222af72-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/social-media.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/social-media.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:05	103914/103914	---M-Z	200	added ('OK')	text/html	etag:%22195ea-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/user-card.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/user-card.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:05	86883/86883	---M-Z	200	added ('OK')	text/html	etag:%2215363-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/user-list.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/user-list.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:06	114405/114405	---M-Z	200	added ('OK')	text/html	etag:%221bee5-619d178def1c0-gzip%22	https://html.phoenixcoded.net/light-able/bootstrap/application/team.html	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/application/team.html	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
12:57:06	3556/3556	---M--	200	added ('OK')	image/jpeg	etag:%22de4-619d178def1c0%22	https://html.phoenixcoded.net/light-able/bootstrap/assets/images/user/avatar-1.jpg	C:/Users/Orange/Downloads/master/admin/html.phoenixcoded.net/light-able/bootstrap/assets/images/user/avatar-1.jpg	(from https://html.phoenixcoded.net/light-able/bootstrap/application/ecom_product.html)
